,category,word,segmentation,prediction,distance,overlaps,f1v2_tp,f1v2_fp,f1v2_fn,f1v3_tp,f1v3_fp,f1v3_fn,f1v2_score,f1v3_score,abs_diff,diff
25,__001,carbolfuchsin,carbol|fuchsincarbolfuchsin,car|bol|fu|chs|in,15,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
26,__001,cation-π,cation|π,cat|ion|Ï€,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
27,__001,cli-fi,climate|fiction,cl|i|fi,10,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
28,__001,endosperm,end|sperm,end|os|per|m,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
29,__001,ff-hole,f|hole,ff|hole,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
30,__001,groatsworth,[[groat]]'s|worth,gr|oat|sworth,7,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
31,__001,hydroxonium,hydro|oxonium,hydro|xon|ium,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
32,__001,liddat,like|that,lid|da|t,5,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
33,__001,mandem,man|them,man|de|m,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
34,__001,never-wozzer,ne|ever|wozzer,never|wo|zz|er,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
35,__001,pilewort,piles|wort,pile|wo|rt,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
36,__001,quidsworth,[[quid]]'s|worth,qui|ds|worth,6,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
37,__001,scarehead,scare|headline,scare|head,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
38,__001,selvage,self|edge,se|lva|ge,5,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
39,__001,specialogue,special|catalogue,special|og|ue,6,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
40,__001,waterstuff,water|stuffwaterstuff,waters|tu|ff,12,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
41,__001,whencever,whence|ever,when|ce|ver,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
42,__001,zoofari,zoo|safari,zoo|far|i,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
43,__001,Î¼-wave,î¼|wave,i|Â¼|wave,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
44,__010,Abydene,abydos|ene,ab|yde|ne,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
45,__010,Aeolism,aeolic|ism,ae|olis|m,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
46,__010,Aesculapian,aesculapius|ian,ae|scu|la|pia|n,7,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
47,__010,Africanist,africa|an|ist,african|ist,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
48,__010,Africanness,africa|an|ness,african|ness,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
49,__010,Agrippinian,agrippina|ian,ag|rip|pin|ian,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
50,__010,Albanianness,caucasian|albania|ian|ness,albanian|ness,13,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
51,__010,Alberton,albert|ton,alberto|n,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
52,__010,Alhambresque,alhambra|esque,al|ham|bre|sque,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
53,__010,Americaness,america|n|ness,american|ess,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
54,__010,Americanisation,america|n|ise|ation,american|isation,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
55,__010,Anabaptism,anabaptist|ism,ana|ba|pt|ism,5,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
56,__010,Andromedid,andromeda|id,and|rom|ed|id,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
57,__010,Angolization,angola|ization,ang|oli|zation,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
58,__010,Apophian,apophis|an,ap|op|hian,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
59,__010,Argentinean,argentina|ean,argentine|an,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
60,__010,Arvanitic,arvanite|ic,ar|vani|tic,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
61,__010,Ascran,ascra|an,as|cr|an,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
62,__010,Assyriological,assyriology|ical,ass|yr|iol|ogical,5,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
63,__010,Assyriologist,assyriology|ist,ass|yr|iol|ogist,5,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
64,__010,Atacamanian,atacama|an|ian,ata|cam|anian,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
65,__010,Athabascan,athabasca|an,at|hab|as|can,5,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
66,__010,Athenian,athens|ian,athenian,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
67,__010,Aussieland,australia|ie|land,aus|sie|land,7,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
68,__010,Australasian,australasia|an,aus|tral|asian,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
69,__010,Australiana,australia|ana,australian|a,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
70,__010,Averroistic,averroes|ism|ist|ic,ave|rro|istic,8,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
71,__010,Avogadrian,avogadro|ian,av|oga|dr|ian,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
72,__010,Belinda,belle|inda,belinda,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
73,__010,Bennettsville,bennett|ville,bennett|sville,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
74,__010,Berlusconism,berlusconi|ism,be|rl|us|con|ism,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
75,__010,Berytian,berytus|ian,be|ry|tian,5,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
76,__010,Betelgeusian,betelgeuse|ian,bet|el|ge|usia|n,6,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
77,__010,Blobbygate,blob|y|gate,b|lo|bby|gate,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
78,__010,Bodder,bodley|an|er,bo|dder,7,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
79,__010,Bowiesque,bowie|esque,bowie|sque,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
80,__010,Bradburian,bradbury|ian,brad|bu|rian,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
81,__010,British Columbian,british|columbia|an,british|columbian,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
82,__010,Britishification,britain|ish|ification,british|ification,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
83,__010,Brutalism,brute|al|ism,brutal|ism,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
84,__010,Burarran,burarra|an,bu|rar|ran,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
85,__010,Burmish,burma|ish,bu|rmi|sh,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
86,__010,Byelorussian,byelorussia|an,bye|lor|uss|ian,5,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
87,__010,Caligulism,caligula|ism,cal|ig|uli|sm,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
88,__010,Canadianise,canada|ian|ise,canadian|ise,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
89,__010,Canuckistan,canuck|stan,can|uck|istan,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
90,__010,Canuckistani,canuck|stan|i,can|uck|istan|i,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
91,__010,Cape Codder,cape|cod|er,cape|cod|der,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
92,__010,Capernaitic,capernaum|ite|ic,cape|rna|itic,5,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
93,__010,Carmelitess,carmel|ite|ess,carmel|ites|s,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
94,__010,Catawban,catawba|an,cat|aw|ban,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
95,__010,Charlottesville,charlotte|ville,charlotte|sville,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
96,__010,Chrisso,chris|o,chris|so,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
97,__010,Christmassy,christ|mas|y,christmas|sy,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
98,__010,Collinson,colin|son,collins|on,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
99,__010,Colombianness,colombia|an|ness,colombian|ness,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
100,__010,Coloradan,colorado|an,color|adan,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
101,__010,Commagenian,commagene|ian,com|mage|nian,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
102,__010,Communist,communism|ist,communist,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
103,__010,Cypriot,cyprus|iot,cypriot,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
104,__010,Daliesque,dalã­|esque,dali|es|que,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
105,__010,Dantesque,dante|esque,dante|sque,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
106,__010,Daoist,daoism|ist,da|ois|t,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
107,__010,Dawkins,dav|id|kin|s,da|wk|ins,5,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
108,__010,Dianeticist,dianetics|ist,diane|tic|ist,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
109,__010,Dickeson,dick|son,dick|eson,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
110,__010,Discordianism,discordia|ism,disco|rdi|ani|sm,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
111,__010,Dobinson,dobbin|son,do|bin|son,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
112,__010,Dodgson,dodge|son,dod|gs|on,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
113,__010,Dodson,dodge|son,dod|son,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
114,__010,Dyophysitism,dyophysite|ism,d|yo|phy|sit|ism,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
115,__010,Elamitic,elam|ite|ic,el|ami|tic,5,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
116,__010,Ellisonian,ellis|son|ian,ellison|ian,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
117,__010,Emmetsburg,emmet|burg,em|met|sburg,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
118,__010,Empedoclean,empedocles|an,em|ped|oc|lean,5,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
119,__010,Englishification,angle|ish|ification,english|ification,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
120,__010,Erastianism,erastus|ian|ism,eras|tian|ism,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
121,__010,Eskie,eskimo|ie,es|kie,5,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
122,__010,Estonianize,estonia|an|ize,estonian|ize,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
123,__010,Ethiopianism,ethiopia|an|ism,ethiopian|ism,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
124,__010,Eurocentrism,euro|centric|ism,euro|cent|ris|m,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
125,__010,Evolian,evola|ian,ev|oli|an,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
126,__010,Franconian,franconia|an,franco|nian,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
127,__010,Freddie,fred|ie,freddie,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
128,__010,Galilean,galilee|an,gal|ile|an,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
129,__010,Genevan,geneva|an,geneva|n,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
130,__010,Georgianize,george|ia|an|ize,georgian|ize,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
131,__010,Goyan,goya|an,go|yan,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
132,__010,Greendaler,greendale|er,green|dale|r,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
133,__010,Grenadian,grenada|ian,gr|ena|dian,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
134,__010,Grenvillite,grenville|ite,gr|en|vill|ite,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
135,__010,Guadeloupian,guadeloupe|ian,gu|ade|lou|pia|n,6,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
136,__010,Guatemalanness,guatemala|an|ness,guatemala|nne|ss,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
137,__010,Guevarist,guevara|ist,gu|eva|rist,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
138,__010,Haredize,haredi|ize,hare|di|ze,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
139,__010,Hebreish,hebrew|ish,he|bre|ish,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
140,__010,Hellenist,hellene|ist,hell|eni|st,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
141,__010,Hellenoid,helleno|oid,hell|eno|id,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
142,__010,Hobbism,hobbes|ism,ho|bb|ism,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
143,__010,Hungaristics,hungary|an|istics,hung|aris|tics,6,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
144,__010,Indochinese,indo|china|ese,indo|chin|ese,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
145,__010,Ingrian,ingria|an,ing|rian,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
146,__010,Iranophone,iran|phone,iran|ophone,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
147,__010,Irishization,ireland|ish|ization,irish|ization,6,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
148,__010,Irishlike,ireland|ish|like,irish|like,6,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
149,__010,Ishmaelitish,ishmael|ite|ish,is|hma|eli|tish,6,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
150,__010,Islamonazism,islamo|nazi|ism,islam|ona|zi|sm,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
151,__010,Israelitic,israel|ite|ic,israeli|tic,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
152,__010,Jacobitish,jacobite|ish,jacob|itis|h,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
153,__010,Janelle,jane|elle,jane|lle,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
154,__010,Janiform,janus|iform,jan|iform,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
155,__010,Japetian,japetus|ian,ja|pet|ian,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
156,__010,Javanese,java|ese,javanese,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
157,__010,Jeffersonian,jeffrey|son|ian,jefferson|ian,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
158,__010,Jeffersonianism,jeffrey|son|ian|ism,jefferson|iani|sm,5,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
159,__010,Jeffersonville,jeffrey|son|ville,jefferson|ville,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
160,__010,Jocastan,jocasta|an,jo|cast|an,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
161,__010,Jonson,john|son,jon|son,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
162,__010,Jordanization,jordan|ize|ation,jordan|ization,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
163,__010,Jordy,jordan|y,jo|rdy,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
164,__010,Josephological,joseph|ology|ical,joseph|ological,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
165,__010,Julian,july|ian,julian,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
166,__010,Kalymniot,kalymnos|iot,ka|ly|m|nio|t,7,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
167,__010,Kartvelologist,kartvelo|logy|ist,ka|rt|vel|ologist,6,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
168,__010,Katie,kate|ie,katie,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
169,__010,Kenyanize,kenya|an|ize,kenyan|ize,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
170,__010,Keralan,kerala|an,kerala|n,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
171,__010,Kezza,kerry|zza,ke|zza,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
172,__010,Kibologist,kibology|ist,ki|bol|ogist,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
173,__010,Kiribatese,kiribati|ese,ki|ri|bate|se,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
174,__010,Klansman,klan|man,klan|sman,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
175,__010,Klondiker,klondike|er,k|lon|di|ker,5,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
176,__010,Kromskop,chromo|scope,k|rom|sko|p,6,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
177,__010,Kurdify,kurd|ish|ify,ku|rdi|fy,5,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
178,__010,Kushitic,kush|ite|ic,ku|shi|tic,5,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
179,__010,Lamanitish,lamanite|ish,lama|ni|tish,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
180,__010,Laplandic,lapp|land|ic,lap|land|ic,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
181,__010,Lawrie,lawrence|ie,law|rie,6,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
182,__010,Lawro,lawrence|son|o,law|ro,9,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
183,__010,Lebaneseness,lebanon|ese|ness,lebanese|ness,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
184,__010,Lebo,lebanon|ese|o,le|bo,9,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
185,__010,Leonesism,leonese|ism,leone|sis|m,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
186,__010,Lesothan,lesotho|an,les|oth|an,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
187,__010,Levitican,leviticus|an,levi|tica|n,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
188,__010,Lewy,lewis|y,lew|y,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
189,__010,Londonistan,london|stan,london|istan,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
190,__010,Louisvillian,louis|ville|ian,louis|vill|ian,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
191,__010,Lycian,lycia|an,l|y|cian,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
192,__010,Mainiot,maine|iot,main|iot,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
193,__010,Malagan,mã¡laga|an,malaga|n,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
194,__010,Malukan,maluku|an,mal|uka|n,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
195,__010,Mantuan,mantua|an,man|tua|n,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
196,__010,Maran,mara|an,mara|n,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
197,__010,Mauretanian,mauretania|an,ma|ure|tania|n,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
198,__010,Mayanness,maya|an|ness,maya|nne|ss,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
199,__010,Meccan,mecca|an,mecca|n,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
200,__010,Meccanize,mecca|an|ize,mecca|ni|ze,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
201,__010,Mediterraneanization,mediterranean|ize|ation,mediterranean|ization,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
202,__010,Meggie,meg|ie,meg|gie,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
203,__010,Melanesian,melanesia|an,mel|ane|sian,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
204,__010,Mennonist,menno|ist,men|non|ist,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
205,__010,Mensan,mensa|an,men|san,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
206,__010,Mirandian,miranda|ian,mira|ndi|an,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
207,__010,Mississaugan,mississauga|an,miss|issa|uga|n,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
208,__010,Monothelitism,monothelite|ism,mono|the|lit|ism,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
209,__010,Montenegran,montenegro|an,monte|ne|gra|n,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
210,__010,Moragan,moraga|an,mora|gan,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
211,__010,Mordovian,mordovia|an,mor|do|vian,4,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
212,__010,Morrinsville,morrin|ville,mor|rin|sville,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
213,__010,Mulhousian,mulhouse|ian,mu|lho|usia|n,5,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
214,__010,Nammer,nam|er,nam|mer,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
215,__010,Nebraskan,nebraska|an,nebraska|n,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
216,__010,Neoplatonic,neo|plato|ic,neo|pl|aton|ic,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
217,__010,Netherlandish,netherlands|ish,net|her|land|ish,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
218,__010,Nevadan,nevada|an,nevada|n,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
219,__010,Nietzschean,nietzsche|ean,nietzsche|an,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
220,__010,Nietzscheanism,nietzsche|ean|ism,nietzsche|ani|sm,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
221,__010,Nipponophile,nippon|phile,nippon|op|hil|e,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
222,__010,North Tawton,taw|ton,north|ta|wt|on,9,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
223,__010,Oklahoman,oklahoma|an,oklahoma|n,1,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
224,__010,Olympianism,olympia|an|ism,olympian|ism,2,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
225,__010,Ontarian,ontario|an,on|tarian,3,-1,0,0,0,0,0,0,0.0,0.0,0.0,overlaps
