,category,word,segmentation,prediction,distance,f1v2_tp,f1v2_fp,f1v2_fn,f1v3_tp,f1v3_fp,f1v3_fn,f1v2_score,f1v1_score,abs_diff,diff
34,__010,talismanically,talisman|ic|ally,tal|isman|ically,2,0,3,3,1,1,1,0.0,0.5,0.5,f1_diff
35,__010,tomboyishly,tomboy|ish|ly,tomb|oy|ishly,2,0,3,3,1,1,1,0.0,0.5,0.5,f1_diff
36,__010,transcendental,transcend|ent|al,trans|cend|ental,2,0,3,3,1,1,1,0.0,0.5,0.5,f1_diff
37,__010,vigilantly,vigil|ant|ly,vi|gil|antly,2,0,3,3,1,1,1,0.0,0.5,0.5,f1_diff
38,__010,wreakfully,wreak|ful|ly,wr|eak|fully,2,0,3,3,1,1,1,0.0,0.5,0.5,f1_diff
39,__010,xenolithic,xeno|lith|ic,x|eno|lithic,2,0,3,3,1,1,1,0.0,0.5,0.5,f1_diff
40,__010,yawnfully,yawn|ful|ly,ya|wn|fully,2,0,3,3,1,1,1,0.0,0.5,0.5,f1_diff
41,__010,zestfully,zest|ful|ly,ze|st|fully,2,0,3,3,1,1,1,0.0,0.5,0.5,f1_diff
42,__010,zestfulness,zest|ful|ness,ze|st|fulness,2,0,3,3,1,1,1,0.0,0.5,0.5,f1_diff
43,__010,aerophotography,aero|photo|graph|y,aero|ph|oto|graphy,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
44,__010,aerotactically,aero|tactic|al|ly,aero|ta|ctic|ally,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
45,__010,agrochemically,agro|chemic|al|ly,ag|ro|chemical|ly,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
46,__010,antifermionic,anti|fermi|on|ic,anti|fer|mi|onic,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
47,__010,bewitchingly,be|witch|ing|ly,be|wi|tch|ingly,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
48,__010,fermionically,fermi|on|ic|ally,fe|rmi|onic|ally,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
49,__010,geoelectrically,geo|electric|al|ly,geo|ele|ctric|ally,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
50,__010,heptagonally,hepta|gon|al|ly,he|pta|gonal|ly,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
51,__010,homoheptameric,homo|hepta|mer|ic,homo|he|pta|meric,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
52,__010,ideographically,ideo|graph|ic|ally,id|eo|graphic|ally,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
53,__010,interorbitally,inter|orbit|al|ly,inter|or|bit|ally,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
54,__010,intervocalically,inter|vocal|ic|ally,inter|vo|cal|ically,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
55,__010,intracisternally,intra|cistern|al|ly,intra|cis|tern|ally,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
56,__010,intradialectally,intra|dialect|al|ly,intra|dial|ect|ally,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
57,__010,isofunctionality,iso|function|al|ity,iso|fu|nction|ality,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
58,__010,microphotographer,micro|photo|graph|er,micro|ph|oto|grapher,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
59,__010,multifunctionality,multi|function|al|ity,multi|fu|nction|ality,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
60,__010,nanofluidics,nano|fluid|ic|s,nano|fl|uid|ics,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
61,__010,noninterpersonal,non|inter|person|al,non|int|er|personal,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
62,__010,nonmystically,non|mystic|al|ly,non|my|stic|ally,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
63,__010,nontransnational,non|trans|nation|al,non|tra|ns|national,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
64,__010,paragrammatically,para|grammatic|al|ly,para|gram|matic|ally,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
65,__010,parasexually,para|sex|ual|ly,para|se|x|ually,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
66,__010,postinfectional,post|infect|ion|al,post|in|fect|ional,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
67,__010,pseudofermionic,pseudo|fermi|on|ic,pseudo|fer|mi|onic,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
68,__010,semifictionally,semi|fiction|al|ly,semi|fi|ction|ally,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
69,__010,sociofunctionally,socio|function|al|ly,socio|fu|nction|ally,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
70,__010,transganglionically,trans|ganglion|ic|ally,trans|gang|lion|ically,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
71,__010,transsexually,trans|sex|ual|ly,trans|se|x|ually,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
72,__010,uberwealthy,uber|weal|th|y,uber|we|al|thy,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
73,__010,unblissfulness,un|bliss|ful|ness,un|bl|iss|fulness,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
74,__010,unimportantly,un|import|ant|ly,un|im|port|antly,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
75,__010,unintentional,un|intent|ion|al,un|int|ent|ional,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
76,__010,unpainterly,un|paint|er|ly,un|pa|int|erly,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
77,__010,unpassionately,un|passion|ate|ly,un|pass|ion|ately,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
78,__010,unpurposefulness,un|purpose|ful|ness,un|pur|pose|fulness,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
79,__010,unromantically,un|romant|ic|ally,un|rom|ant|ically,2,1,3,3,2,1,1,0.25,0.667,0.417,f1_diff
80,__010,bioautographically,bio|auto|graph|ic|ally,bio|au|to|graphic|ally,2,2,3,3,3,1,1,0.4,0.75,0.35,f1_diff
81,__010,nongovernmentally,non|govern|ment|al|ly,non|go|vern|mental|ly,2,2,3,3,3,1,1,0.4,0.75,0.35,f1_diff
82,__010,photocarcinogenicity,photo|carcino|gen|ic|ity,photo|car|cino|genic|ity,2,2,3,3,3,1,1,0.4,0.75,0.35,f1_diff
83,__010,superoverwhelmingly,super|over|whelm|ing|ly,super|over|w|helm|ingly,2,2,3,3,3,1,1,0.4,0.75,0.35,f1_diff
84,__010,Christianophobe,christ|ian|o|phobe,christian|op|ho|be,4,0,4,4,1,2,2,0.0,0.333,0.333,f1_diff
85,__010,codiscovery,co|dis|cover|y,cod|is|co|very,4,0,4,4,1,2,2,0.0,0.333,0.333,f1_diff
86,__010,denationalization,de|nation|al|ization,den|ation|ali|zation,4,0,4,4,1,2,2,0.0,0.333,0.333,f1_diff
87,__010,distastefulness,dis|taste|ful|ness,di|sta|ste|fulness,4,0,4,4,1,2,2,0.0,0.333,0.333,f1_diff
88,__010,gravireaction,gravi|re|act|ion,gr|avi|rea|ction,4,0,4,4,1,2,2,0.0,0.333,0.333,f1_diff
89,__010,heterodimeric,hetero|di|mer|ic,het|ero|dim|eric,4,0,4,4,1,2,2,0.0,0.333,0.333,f1_diff
90,__010,neuroradiography,neuro|radio|graph|y,ne|uro|rad|iography,4,0,4,4,1,2,2,0.0,0.333,0.333,f1_diff
91,__010,reconstructively,re|construct|ive|ly,rec|ons|truct|ively,4,0,4,4,1,2,2,0.0,0.333,0.333,f1_diff
92,__010,refermionization,re|fermi|on|ization,refer|mi|oni|zation,4,0,4,4,1,2,2,0.0,0.333,0.333,f1_diff
93,__010,renationalize,re|nation|al|ize,ren|ation|ali|ze,4,0,4,4,1,2,2,0.0,0.333,0.333,f1_diff
94,__010,unaliveness,un|a|live|ness,una|li|ven|ess,4,0,4,4,1,2,2,0.0,0.333,0.333,f1_diff
95,__010,unobstructedly,un|obstruct|ed|ly,uno|bs|truct|edly,4,0,4,4,1,2,2,0.0,0.333,0.333,f1_diff
96,__010,unmeaningfully,un|mean|ing|ful|ly,un|me|ani|ng|fully,4,1,4,4,2,2,2,0.2,0.5,0.3,f1_diff
97,__010,Alaskanize,alaska|n|ize,alaska|ni|ze,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
98,__010,Baxterianism,baxter|ian|ism,baxter|iani|sm,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
99,__010,Burmanize,burma|n|ize,burma|ni|ze,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
100,__010,Monarchianist,monarch|ian|ist,monarch|iani|st,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
101,__010,Muhammadanism,muhammad|an|ism,muhammad|ani|sm,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
102,__010,Singaporeanization,singapore|an|ization,singapore|ani|zation,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
103,__010,Trumpomania,trump|o|mania,trump|oman|ia,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
104,__010,abaxonal,ab|axon|al,aba|xon|al,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
105,__010,acidolysis,acid|o|lysis,acid|ol|ysis,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
106,__010,adrenalin,ad|ren|al|in,ad|ren|ali|n,2,2,2,2,2,1,1,0.5,0.667,0.167,f1_diff
107,__010,adverbialism,ad|verb|ial|ism,ad|ver|bial|ism,2,2,2,2,2,1,1,0.5,0.667,0.167,f1_diff
108,__010,afterperception,after|percept|ion,after|per|ception,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
109,__010,agnostically,a|gnostic|ally,ag|nostic|ally,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
110,__010,akinetically,a|kinetic|ally,akin|etic|ally,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
111,__010,algorithmicize,algorithm|ic|ize,algorithm|ici|ze,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
112,__010,allogenically,allo|genic|ally,all|ogenic|ally,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
113,__010,androgenous,andro|gen|ous,and|rogen|ous,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
114,__010,angelicize,angel|ic|ize,angel|ici|ze,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
115,__010,antiamyloid,anti|amyl|oid,anti|amy|loid,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
116,__010,antihacker,anti|hack|er,anti|ha|cker,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
117,__010,antihunting,anti|hunt|ing,anti|hun|ting,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
118,__010,antilynching,anti|lynch|ing,anti|lyn|ching,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
119,__010,antimasker,anti|mask|er,anti|mas|ker,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
120,__010,antimonistic,anti|monist|ic,anti|mon|istic,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
121,__010,antioppressive,anti|oppress|ive,anti|op|pressive,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
122,__010,antioption,anti|opt|ion,anti|op|tion,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
123,__010,antipoetic,anti|poet|ic,anti|po|etic,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
124,__010,antivenomics,anti|venom|ics,anti|ven|omics,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
125,__010,antiwarming,anti|warm|ing,anti|war|ming,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
126,__010,aquafitness,aqua|fit|ness,aqua|fi|tness,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
127,__010,aqualungist,aqua|lung|ist,aqua|lun|gist,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
128,__010,assortedness,assort|ed|ness,ass|orted|ness,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
129,__010,astropolitical,astro|politic|al,astro|pol|itical,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
130,__010,atextual,a|text|ual,ate|xt|ual,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
131,__010,autopathography,auto|patho|graphy,auto|path|ography,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
132,__010,autopipette,auto|pip|ette,auto|pipe|tte,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
133,__010,autorenewal,auto|re|new|al,auto|ren|ew|al,2,2,2,2,2,1,1,0.5,0.667,0.167,f1_diff
134,__010,autoscroller,auto|scroll|er,auto|sc|roller,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
135,__010,autotriploidy,auto|tri|ploid|y,auto|trip|loid|y,2,2,2,2,2,1,1,0.5,0.667,0.167,f1_diff
136,__010,autotrophically,auto|troph|ic|ally,auto|tro|phic|ally,2,2,2,2,2,1,1,0.5,0.667,0.167,f1_diff
137,__010,banksterism,bank|ster|ism,banks|ter|ism,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
138,__010,bedicked,be|dick|ed,bed|ick|ed,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
139,__010,bepenised,be|penis|ed,be|pen|ised,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
140,__010,bewildereth,be|wild|er|eth,be|wil|der|eth,2,2,2,2,2,1,1,0.5,0.667,0.167,f1_diff
141,__010,bimeromorphic,bi|mero|morphic,bi|mer|omorphic,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
142,__010,biohacking,bio|hack|ing,bio|ha|cking,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
143,__010,bioinertness,bio|inert|ness,bio|iner|tness,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
144,__010,bipotentiality,bi|potent|ial|ity,bi|pot|ential|ity,2,2,2,2,2,1,1,0.5,0.667,0.167,f1_diff
145,__010,bipotentially,bi|potent|ial|ly,bi|pot|ential|ly,2,2,2,2,2,1,1,0.5,0.667,0.167,f1_diff
146,__010,bisallylic,bis|allyl|ic,bis|ally|lic,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
147,__010,bisectarian,bi|sect|arian,bis|ect|arian,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
148,__010,bisenolate,bis|enol|ate,bis|eno|late,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
149,__010,bitextuality,bi|text|ual|ity,bite|xt|ual|ity,2,2,2,2,2,1,1,0.5,0.667,0.167,f1_diff
150,__010,blackeneth,black|en|eth,black|ene|th,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
151,__010,boorishness,boor|ish|ness,boo|rish|ness,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
152,__010,botcherly,botch|er|ly,bot|cher|ly,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
153,__010,cablessness,cab|less|ness,cables|s|ness,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
154,__010,cancerostatic,cancer|o|static,cancer|osta|tic,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
155,__010,coagonism,co|agon|ism,coa|gon|ism,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
156,__010,coinventor,co|invent|or,coin|vent|or,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
157,__010,comilling,co|mill|ing,com|ill|ing,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
158,__010,conjointly,con|join|t|ly,con|jo|int|ly,2,2,2,2,2,1,1,0.5,0.667,0.167,f1_diff
159,__010,consonantalize,consonant|al|ize,consonant|ali|ze,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
160,__010,coorientation,co|orient|ation,co|ori|entation,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
161,__010,cordopexy,cord|o|pexy,cord|ope|xy,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
162,__010,cotextual,co|text|ual,cote|xt|ual,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
163,__010,counterattraction,counter|attract|ion,counter|att|raction,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
164,__010,counterfinding,counter|find|ing,counter|fin|ding,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
165,__010,courtiership,court|ier|ship,court|iers|hip,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
166,__010,covenantalism,covenant|al|ism,covenant|alis|m,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
167,__010,cryogenicist,cryo|genic|ist,cry|ogenic|ist,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
168,__010,cyberbully,cyber|bull|y,cyber|bu|lly,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
169,__010,cyberjunkie,cyber|junk|ie,cyber|jun|kie,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
170,__010,cystically,cyst|ic|ally,cy|stic|ally,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
171,__010,deconfirm,de|con|firm,deco|n|firm,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
172,__010,degermation,de|germ|ation,de|ger|mation,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
173,__010,dejectedness,deject|ed|ness,de|jected|ness,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
174,__010,demonianism,demon|ian|ism,demon|iani|sm,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
175,__010,denominationalist,denomination|al|ist,denomination|alis|t,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
176,__010,denominationalization,denomination|al|ization,denomination|ali|zation,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
177,__010,depairing,de|pair|ing,de|pa|iring,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
178,__010,desticker,de|stick|er,des|tick|er,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
179,__010,deswelling,de|swell|ing,des|well|ing,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
180,__010,detectograph,detect|o|graph,detect|og|raph,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
181,__010,devitalize,de|vital|ize,devi|tal|ize,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
182,__010,dewaterability,de|water|ability,dew|ater|ability,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
183,__010,didactical,didact|ic|al,did|actic|al,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
184,__010,discardment,dis|card|ment,disc|ard|ment,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
185,__010,disenable,dis|en|able,di|sen|able,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
186,__010,disentrain,dis|en|train,di|sen|train,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
187,__010,disinure,dis|in|ure,di|sin|ure,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
188,__010,earlessness,ear|less|ness,earle|ss|ness,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
189,__010,editosome,edit|o|some,edit|oso|me,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
190,__010,electrocardiography,electro|cardio|graphy,electro|card|iography,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
191,__010,electroetching,electro|etch|ing,electro|et|ching,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
192,__010,electrogilded,electro|gild|ed,electro|gil|ded,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
193,__010,electrotechnology,electro|techno|logy,electro|tech|nology,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
194,__010,embosser,em|boss|er,em|bos|ser,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
195,__010,endearment,en|dear|ment,end|ear|ment,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
196,__010,entomber,en|tomb|er,en|tom|ber,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
197,__010,entrapment,en|trap|ment,en|tra|pment,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
198,__010,errantness,err|ant|ness,er|rant|ness,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
199,__010,extensionalism,extension|al|ism,extension|alis|m,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
200,__010,extrabasinal,extra|basin|al,extra|bas|inal,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
201,__010,eyeleteer,eye|let|eer,eye|lete|er,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
202,__010,fangleness,fang|le|ness,fang|lene|ss,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
203,__010,fluximetry,flux|i|metry,flux|ime|try,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
204,__010,foodyism,food|y|ism,food|yi|sm,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
205,__010,forbuyer,for|buy|er,for|bu|yer,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
206,__010,fractionalization,fraction|al|ization,fraction|ali|zation,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
207,__010,frighteneth,fright|en|eth,fright|ene|th,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
208,__010,heathenness,heath|en|ness,heath|enne|ss,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
209,__010,hipsterdom,hip|ster|dom,hips|ter|dom,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
210,__010,hoardingly,hoard|ing|ly,ho|arding|ly,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
211,__010,hydroacylation,hydro|acyl|ation,hydro|acy|lation,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
212,__010,hydrotalcite,hydro|talc|ite,hydro|tal|cite,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
213,__010,hyperaware,hyper|a|ware,hyper|awa|re,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
214,__010,hypercoaster,hyper|coast|er,hyper|co|aster,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
215,__010,impurely,im|pure|ly,imp|ure|ly,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
216,__010,inoppressive,in|oppress|ive,in|op|pressive,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
217,__010,interbilayer,inter|bi|lay|er,inter|bil|ay|er,2,2,2,2,2,1,1,0.5,0.667,0.167,f1_diff
218,__010,intergenotype,inter|geno|type,inter|gen|otype,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
219,__010,intermarginal,inter|margin|al,inter|mar|ginal,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
220,__010,interreader,inter|read|er,inter|rea|der,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
221,__010,interverbal,inter|verb|al,inter|ver|bal,2,1,2,2,1,1,1,0.333,0.5,0.167,f1_diff
