,category,word,segmentation,prediction,distance,overlaps,f1v2_tp,f1v2_fp,f1v2_fn,f1v3_tp,f1v3_fp,f1v3_fn,diff
62,__001,Gracelynn,grace @@lynn,grace @@lynn,0,2,2,0,0,1,0,0,diff_tp
63,__001,Hellerwork,heller @@work,heller @@work,0,2,2,0,0,1,0,0,diff_tp
64,__001,Hsin-chu,hsin @@chu,hs @@in - chu,3,1,0,4,2,1,2,0,diff_tp
65,__001,Hsin-chu,hsin @@chu,hs @@in - chu,3,1,0,4,2,1,2,0,diff_fp
66,__001,Hsin-chu,hsin @@chu,hs @@in - chu,3,1,0,4,2,1,2,0,diff_fn
67,__001,Hsüan-wu,hsüan @@wu,hs @@uan - wu,4,1,0,4,2,1,2,0,diff_tp
68,__001,Hsüan-wu,hsüan @@wu,hs @@uan - wu,4,1,0,4,2,1,2,0,diff_fp
69,__001,Hsüan-wu,hsüan @@wu,hs @@uan - wu,4,1,0,4,2,1,2,0,diff_fn
70,__001,Ironside,iron @@side,iron @@side,0,2,2,0,0,1,0,0,diff_tp
71,__001,Jih-t'u,jih @@t'u,ji @@h - t ' u,5,0,0,6,2,1,4,0,diff_tp
72,__001,Jih-t'u,jih @@t'u,ji @@h - t ' u,5,0,0,6,2,1,4,0,diff_fp
73,__001,Jih-t'u,jih @@t'u,ji @@h - t ' u,5,0,0,6,2,1,4,0,diff_fn
74,__001,Junkspace,junk @@space,junk @@space,0,2,2,0,0,1,0,0,diff_tp
75,__001,K'ai-p'ing,k'ai @@p'ing,k ' ai - p ' ing,6,0,0,7,2,1,5,0,diff_tp
76,__001,K'ai-p'ing,k'ai @@p'ing,k ' ai - p ' ing,6,0,0,7,2,1,5,0,diff_fp
77,__001,K'ai-p'ing,k'ai @@p'ing,k ' ai - p ' ing,6,0,0,7,2,1,5,0,diff_fn
78,__001,K'ung-tzu,k'ung @@tzu,k ' un @@g - t @@zu,6,0,0,7,2,1,5,0,diff_tp
79,__001,K'ung-tzu,k'ung @@tzu,k ' un @@g - t @@zu,6,0,0,7,2,1,5,0,diff_fp
80,__001,K'ung-tzu,k'ung @@tzu,k ' un @@g - t @@zu,6,0,0,7,2,1,5,0,diff_fn
81,__001,Kamianets-Podilskyi,kamianets @@podilskyi,kam @@ian @@ets - pod @@ils @@ky @@i,7,0,0,8,2,1,6,0,diff_tp
82,__001,Kamianets-Podilskyi,kamianets @@podilskyi,kam @@ian @@ets - pod @@ils @@ky @@i,7,0,0,8,2,1,6,0,diff_fp
83,__001,Kamianets-Podilskyi,kamianets @@podilskyi,kam @@ian @@ets - pod @@ils @@ky @@i,7,0,0,8,2,1,6,0,diff_fn
84,__001,Kuan-shan,kuan @@shan,ku @@an - shan,3,1,0,4,2,1,2,0,diff_tp
85,__001,Kuan-shan,kuan @@shan,ku @@an - shan,3,1,0,4,2,1,2,0,diff_fp
86,__001,Kuan-shan,kuan @@shan,ku @@an - shan,3,1,0,4,2,1,2,0,diff_fn
87,__001,Kuang-tung,kuang @@tung,ku @@ang - tung,3,1,0,4,2,1,2,0,diff_tp
88,__001,Kuang-tung,kuang @@tung,ku @@ang - tung,3,1,0,4,2,1,2,0,diff_fp
89,__001,Kuang-tung,kuang @@tung,ku @@ang - tung,3,1,0,4,2,1,2,0,diff_fn
90,__001,Leinsterwoman,leinster @@woman,leinster @@woman,0,2,2,0,0,1,0,0,diff_tp
91,__001,Luso-Hispanic,luso @@hispanic,lu @@so - hispanic,3,1,0,4,2,1,2,0,diff_tp
92,__001,Luso-Hispanic,luso @@hispanic,lu @@so - hispanic,3,1,0,4,2,1,2,0,diff_fp
93,__001,Luso-Hispanic,luso @@hispanic,lu @@so - hispanic,3,1,0,4,2,1,2,0,diff_fn
94,__001,Malecite-Passamaquoddy,maliseet @@passamaquoddy,male @@cite - pass @@ama @@qu @@od @@dy,10,0,0,8,2,1,6,0,diff_tp
95,__001,Malecite-Passamaquoddy,maliseet @@passamaquoddy,male @@cite - pass @@ama @@qu @@od @@dy,10,0,0,8,2,1,6,0,diff_fp
96,__001,Malecite-Passamaquoddy,maliseet @@passamaquoddy,male @@cite - pass @@ama @@qu @@od @@dy,10,0,0,8,2,1,6,0,diff_fn
97,__001,Maoribank,maori @@bank,maori @@bank,0,2,2,0,0,1,0,0,diff_tp
98,__001,NPPV,niv @@ppv,np @@p @@v,3,0,0,3,2,1,1,0,diff_tp
99,__001,NPPV,niv @@ppv,np @@p @@v,3,0,0,3,2,1,1,0,diff_fp
100,__001,NPPV,niv @@ppv,np @@p @@v,3,0,0,3,2,1,1,0,diff_fn
101,__001,Nether-Saxon,nether @@saxon,net @@her - saxon,3,1,0,4,2,1,2,0,diff_tp
102,__001,Nether-Saxon,nether @@saxon,net @@her - saxon,3,1,0,4,2,1,2,0,diff_fp
103,__001,Nether-Saxon,nether @@saxon,net @@her - saxon,3,1,0,4,2,1,2,0,diff_fn
104,__001,P'u-tung,p'u @@tung,p ' u - tung,4,1,0,5,2,1,3,0,diff_tp
105,__001,P'u-tung,p'u @@tung,p ' u - tung,4,1,0,5,2,1,3,0,diff_fp
106,__001,P'u-tung,p'u @@tung,p ' u - tung,4,1,0,5,2,1,3,0,diff_fn
107,__001,Poochie-fication,poochie @@fication,po @@och @@ie - fi @@cation,5,0,0,6,2,1,4,0,diff_tp
108,__001,Poochie-fication,poochie @@fication,po @@och @@ie - fi @@cation,5,0,0,6,2,1,4,0,diff_fp
109,__001,Poochie-fication,poochie @@fication,po @@och @@ie - fi @@cation,5,0,0,6,2,1,4,0,diff_fn
110,__001,Provincetown,province @@town,province @@town,0,2,2,0,0,1,0,0,diff_tp
111,__001,Roseanne,rose @@anne,rose @@anne,0,2,2,0,0,1,0,0,diff_tp
112,__001,Scotchwoman,scotch @@woman,scotch @@woman,0,2,2,0,0,1,0,0,diff_tp
113,__001,Sindhwork,sindh @@work,sindh @@work,0,2,2,0,0,1,0,0,diff_tp
114,__001,Stenhouse,stone @@house,ste @@nh @@ouse,4,0,0,3,2,1,1,0,diff_tp
115,__001,Stenhouse,stone @@house,ste @@nh @@ouse,4,0,0,3,2,1,1,0,diff_fp
116,__001,Stenhouse,stone @@house,ste @@nh @@ouse,4,0,0,3,2,1,1,0,diff_fn
117,__001,Stonehouse,stone @@house,stone @@house,0,2,2,0,0,1,0,0,diff_tp
118,__001,T'ung-hua,t'ung @@hua,t ' un @@g - hua,5,1,0,6,2,1,4,0,diff_tp
119,__001,T'ung-hua,t'ung @@hua,t ' un @@g - hua,5,1,0,6,2,1,4,0,diff_fp
120,__001,T'ung-hua,t'ung @@hua,t ' un @@g - hua,5,1,0,6,2,1,4,0,diff_fn
121,__001,T'ung-shan,t'ung @@shan,t ' un @@g - shan,5,1,0,6,2,1,4,0,diff_tp
122,__001,T'ung-shan,t'ung @@shan,t ' un @@g - shan,5,1,0,6,2,1,4,0,diff_fp
123,__001,T'ung-shan,t'ung @@shan,t ' un @@g - shan,5,1,0,6,2,1,4,0,diff_fn
124,__001,Tele-snap,tele @@snap,tel @@e - snap,3,1,0,4,2,1,2,0,diff_tp
125,__001,Tele-snap,tele @@snap,tel @@e - snap,3,1,0,4,2,1,2,0,diff_fp
126,__001,Tele-snap,tele @@snap,tel @@e - snap,3,1,0,4,2,1,2,0,diff_fn
127,__001,Toytown,toy @@town,toy @@town,0,2,2,0,0,1,0,0,diff_tp
128,__001,Walkman,walk @@man,walk @@man,0,2,2,0,0,1,0,0,diff_tp
129,__001,Wemba-Wemba,wemba @@wemba,we @@mba - we @@mba,4,0,0,5,2,1,3,0,diff_tp
130,__001,Wemba-Wemba,wemba @@wemba,we @@mba - we @@mba,4,0,0,5,2,1,3,0,diff_fp
131,__001,Wemba-Wemba,wemba @@wemba,we @@mba - we @@mba,4,0,0,5,2,1,3,0,diff_fn
132,__001,Westlaw,west @@law,west @@law,0,2,2,0,0,1,0,0,diff_tp
133,__001,Whitehawk,white @@hawk,white @@hawk,0,2,2,0,0,1,0,0,diff_tp
134,__001,Yugo-nostalgia,yugo @@nostalgia,yu @@go - nostalgia,3,1,0,4,2,1,2,0,diff_tp
135,__001,Yugo-nostalgia,yugo @@nostalgia,yu @@go - nostalgia,3,1,0,4,2,1,2,0,diff_fp
136,__001,Yugo-nostalgia,yugo @@nostalgia,yu @@go - nostalgia,3,1,0,4,2,1,2,0,diff_fn
137,__001,Zululand,zulu @@land,zulu @@land,0,2,2,0,0,1,0,0,diff_tp
138,__001,actino-uranium,actino @@uranium,act @@ino - uranium,3,1,0,4,2,1,2,0,diff_tp
139,__001,actino-uranium,actino @@uranium,act @@ino - uranium,3,1,0,4,2,1,2,0,diff_fp
140,__001,actino-uranium,actino @@uranium,act @@ino - uranium,3,1,0,4,2,1,2,0,diff_fn
141,__001,acyldepsipeptide,acyl @@depsipeptide,ac @@yl @@de @@ps @@ipe @@pt @@ide,5,0,0,7,2,1,5,0,diff_tp
142,__001,acyldepsipeptide,acyl @@depsipeptide,ac @@yl @@de @@ps @@ipe @@pt @@ide,5,0,0,7,2,1,5,0,diff_fp
143,__001,acyldepsipeptide,acyl @@depsipeptide,ac @@yl @@de @@ps @@ipe @@pt @@ide,5,0,0,7,2,1,5,0,diff_fn
144,__001,acylpyridine,acyl @@pyridine,ac @@yl @@py @@rid @@ine,3,0,0,5,2,1,3,0,diff_tp
145,__001,acylpyridine,acyl @@pyridine,ac @@yl @@py @@rid @@ine,3,0,0,5,2,1,3,0,diff_fp
146,__001,acylpyridine,acyl @@pyridine,ac @@yl @@py @@rid @@ine,3,0,0,5,2,1,3,0,diff_fn
147,__001,agelong,age @@long,age @@long,0,2,2,0,0,1,0,0,diff_tp
148,__001,airbag,air @@bag,air @@bag,0,2,2,0,0,1,0,0,diff_tp
149,__001,airband,air @@band,air @@band,0,2,2,0,0,1,0,0,diff_tp
150,__001,airdrop,air @@drop,air @@drop,0,2,2,0,0,1,0,0,diff_tp
151,__001,airfleet,air @@fleet,air @@fleet,0,2,2,0,0,1,0,0,diff_tp
152,__001,airlock,air @@lock,air @@lock,0,2,2,0,0,1,0,0,diff_tp
153,__001,airmail,air @@mail,air @@mail,0,2,2,0,0,1,0,0,diff_tp
154,__001,airwise,air @@wise,air @@wise,0,2,2,0,0,1,0,0,diff_tp
155,__001,alkoxyalcohol,alkoxy @@alcohol,al @@ko @@xy @@al @@co @@hol,4,0,0,6,2,1,4,0,diff_tp
156,__001,alkoxyalcohol,alkoxy @@alcohol,al @@ko @@xy @@al @@co @@hol,4,0,0,6,2,1,4,0,diff_fp
157,__001,alkoxyalcohol,alkoxy @@alcohol,al @@ko @@xy @@al @@co @@hol,4,0,0,6,2,1,4,0,diff_fn
158,__001,alleygating,alley @@gating,alley @@gating,0,2,2,0,0,1,0,0,diff_tp
159,__001,alms-fee,alms @@fee,al @@ms - fee,3,1,0,4,2,1,2,0,diff_tp
160,__001,alms-fee,alms @@fee,al @@ms - fee,3,1,0,4,2,1,2,0,diff_fp
161,__001,alms-fee,alms @@fee,al @@ms - fee,3,1,0,4,2,1,2,0,diff_fn
162,__001,amberfish,amber @@fish,amber @@fish,0,2,2,0,0,1,0,0,diff_tp
163,__001,ampere-hour,ampere @@hour,amp @@ere - hour,3,1,0,4,2,1,2,0,diff_tp
164,__001,ampere-hour,ampere @@hour,amp @@ere - hour,3,1,0,4,2,1,2,0,diff_fp
165,__001,ampere-hour,ampere @@hour,amp @@ere - hour,3,1,0,4,2,1,2,0,diff_fn
166,__001,angleworm,angle @@worm,angle @@worm,0,2,2,0,0,1,0,0,diff_tp
167,__001,anklelock,ankle @@lock,ankle @@lock,0,2,2,0,0,1,0,0,diff_tp
168,__001,anthill,ant @@hill,ant @@hill,0,2,2,0,0,1,0,0,diff_tp
169,__001,antlion,ant @@lion,ant @@lion,0,2,2,0,0,1,0,0,diff_tp
170,__001,apegirl,ape @@girl,ape @@girl,0,2,2,0,0,1,0,0,diff_tp
171,__001,archtop,arch @@top,arch @@top,0,2,2,0,0,1,0,0,diff_tp
172,__001,areaway,area @@way,area @@way,0,2,2,0,0,1,0,0,diff_tp
173,__001,armlock,arm @@lock,arm @@lock,0,2,2,0,0,1,0,0,diff_tp
174,__001,armoursmith,armour @@smith,armour @@smith,0,2,2,0,0,1,0,0,diff_tp
175,__001,armpiece,arm @@piece,arm @@piece,0,2,2,0,0,1,0,0,diff_tp
176,__001,artworld,art @@world,art @@world,0,2,2,0,0,1,0,0,diff_tp
177,__001,ashfall,ash @@fall,ash @@fall,0,2,2,0,0,1,0,0,diff_tp
178,__001,asshair,ass @@hair,ass @@hair,0,2,2,0,0,1,0,0,diff_tp
179,__001,atriumed,atrium @@ed,atrium @@ed,0,2,2,0,0,1,0,0,diff_tp
180,__001,audioboard,audio @@board,audio @@board,0,2,2,0,0,1,0,0,diff_tp
181,__001,backcare,back @@care,back @@care,0,2,2,0,0,1,0,0,diff_tp
182,__001,backcourt,back @@court,back @@court,0,2,2,0,0,1,0,0,diff_tp
183,__001,backdam,back @@dam,back @@dam,0,2,2,0,0,1,0,0,diff_tp
184,__001,backfin,back @@fin,back @@fin,0,2,2,0,0,1,0,0,diff_tp
185,__001,backhoe,back @@hoe,back @@hoe,0,2,2,0,0,1,0,0,diff_tp
186,__001,backland,back @@land,back @@land,0,2,2,0,0,1,0,0,diff_tp
187,__001,backman,back @@man,back @@man,0,2,2,0,0,1,0,0,diff_tp
188,__001,backtag,back @@tag,back @@tag,0,2,2,0,0,1,0,0,diff_tp
189,__001,backway,back @@way,back @@way,0,2,2,0,0,1,0,0,diff_tp
190,__001,bagload,bag @@load,bag @@load,0,2,2,0,0,1,0,0,diff_tp
191,__001,baitfish,bait @@fish,bait @@fish,0,2,2,0,0,1,0,0,diff_tp
192,__001,ballbag,ball @@bag,ball @@bag,0,2,2,0,0,1,0,0,diff_tp
193,__001,banjouke,banjo @@uke,banjo @@uke,0,2,2,0,0,1,0,0,diff_tp
194,__001,barehand,bare @@hand,bare @@hand,0,2,2,0,0,1,0,0,diff_tp
195,__001,bareword,bare @@word,bare @@word,0,2,2,0,0,1,0,0,diff_tp
196,__001,barfly,bar @@fly,bar @@fly,0,2,2,0,0,1,0,0,diff_tp
197,__001,barnyard,barn @@yard,barn @@yard,0,2,2,0,0,1,0,0,diff_tp
198,__001,barperson,bar @@person,bar @@person,0,2,2,0,0,1,0,0,diff_tp
199,__001,barrelhouse,barrel @@house,barrel @@house,0,2,2,0,0,1,0,0,diff_tp
200,__001,baseboard,base @@board,base @@board,0,2,2,0,0,1,0,0,diff_tp
201,__001,basketwood,basket @@wood,basket @@wood,0,2,2,0,0,1,0,0,diff_tp
202,__001,bassline,bass @@line,bass @@line,0,2,2,0,0,1,0,0,diff_tp
203,__001,batwing,bat @@wing,bat @@wing,0,2,2,0,0,1,0,0,diff_tp
204,__001,bayag-kambing,bayag @@kambing,bay @@ag - kam @@bing,4,0,0,5,2,1,3,0,diff_tp
205,__001,bayag-kambing,bayag @@kambing,bay @@ag - kam @@bing,4,0,0,5,2,1,3,0,diff_fp
206,__001,bayag-kambing,bayag @@kambing,bay @@ag - kam @@bing,4,0,0,5,2,1,3,0,diff_fn
207,__001,beachcam,beach @@cam,beach @@cam,0,2,2,0,0,1,0,0,diff_tp
208,__001,beambreak,beam @@break,beam @@break,0,2,2,0,0,1,0,0,diff_tp
209,__001,beampipe,beam @@pipe,beam @@pipe,0,2,2,0,0,1,0,0,diff_tp
210,__001,beamtime,beam @@time,beam @@time,0,2,2,0,0,1,0,0,diff_tp
211,__001,beanwater,bean @@water,bean @@water,0,2,2,0,0,1,0,0,diff_tp
212,__001,bedroomed,bedroom @@ed,bedroom @@ed,0,2,2,0,0,1,0,0,diff_tp
213,__001,beefcake,beef @@cake,beef @@cake,0,2,2,0,0,1,0,0,diff_tp
214,__001,beefhouse,beef @@house,beef @@house,0,2,2,0,0,1,0,0,diff_tp
215,__001,beefwood,beef @@wood,beef @@wood,0,2,2,0,0,1,0,0,diff_tp
216,__001,beeline,bee @@line,bee @@line,0,2,2,0,0,1,0,0,diff_tp
217,__001,bellyload,belly @@load,belly @@load,0,2,2,0,0,1,0,0,diff_tp
218,__001,beltfish,belt @@fish,belt @@fish,0,2,2,0,0,1,0,0,diff_tp
219,__001,bergfall,berg @@fall,berg @@fall,0,2,2,0,0,1,0,0,diff_tp
220,__001,bergfield,berg @@field,berg @@field,0,2,2,0,0,1,0,0,diff_tp
221,__001,binbag,bin @@bag,bin @@bag,0,2,2,0,0,1,0,0,diff_tp
222,__001,bindup,bind @@up,bind @@up,0,2,2,0,0,1,0,0,diff_tp
223,__001,birdcare,bird @@care,bird @@care,0,2,2,0,0,1,0,0,diff_tp
224,__001,biscuitroot,biscuit @@root,bis @@cuit @@ro @@ot,2,0,0,4,2,1,2,0,diff_tp
225,__001,biscuitroot,biscuit @@root,bis @@cuit @@ro @@ot,2,0,0,4,2,1,2,0,diff_fp
226,__001,biscuitroot,biscuit @@root,bis @@cuit @@ro @@ot,2,0,0,4,2,1,2,0,diff_fn
227,__001,bismuth-tellurium,bismuth @@tellurium,bis @@mut @@h - tell @@uri @@um,6,0,0,7,2,1,5,0,diff_tp
228,__001,bismuth-tellurium,bismuth @@tellurium,bis @@mut @@h - tell @@uri @@um,6,0,0,7,2,1,5,0,diff_fp
229,__001,bismuth-tellurium,bismuth @@tellurium,bis @@mut @@h - tell @@uri @@um,6,0,0,7,2,1,5,0,diff_fn
230,__001,blackface,black @@face,black @@face,0,2,2,0,0,1,0,0,diff_tp
231,__001,blackfish,black @@fish,black @@fish,0,2,2,0,0,1,0,0,diff_tp
232,__001,blackmouth,black @@mouth,black @@mouth,0,2,2,0,0,1,0,0,diff_tp
233,__001,blacktop,black @@top,black @@top,0,2,2,0,0,1,0,0,diff_tp
234,__001,blastwave,blast @@wave,blast @@wave,0,2,2,0,0,1,0,0,diff_tp
235,__001,blindfish,blind @@fish,blind @@fish,0,2,2,0,0,1,0,0,diff_tp
236,__001,blob-like,blob @@like,b @@lo @@b - like,4,1,0,5,2,1,3,0,diff_tp
237,__001,blob-like,blob @@like,b @@lo @@b - like,4,1,0,5,2,1,3,0,diff_fp
238,__001,blob-like,blob @@like,b @@lo @@b - like,4,1,0,5,2,1,3,0,diff_fn
239,__001,blogzine,blog @@zine,blog @@zine,0,2,2,0,0,1,0,0,diff_tp
240,__001,bloodberry,blood @@berry,blood @@berry,0,2,2,0,0,1,0,0,diff_tp
241,__001,bloodfin,blood @@fin,blood @@fin,0,2,2,0,0,1,0,0,diff_tp
242,__001,bloodwork,blood @@work,blood @@work,0,2,2,0,0,1,0,0,diff_tp
243,__001,blowpoint,blow @@point,blow @@point,0,2,2,0,0,1,0,0,diff_tp
244,__001,bluehead,blue @@head,blue @@head,0,2,2,0,0,1,0,0,diff_tp
245,__001,boarfish,boar @@fish,boar @@fish,0,2,2,0,0,1,0,0,diff_tp
246,__001,bodywork,body @@work,body @@work,0,2,2,0,0,1,0,0,diff_tp
247,__001,bonedog,bone @@dog,bone @@dog,0,2,2,0,0,1,0,0,diff_tp
248,__001,bookmate,book @@mate,book @@mate,0,2,2,0,0,1,0,0,diff_tp
249,__001,bookrest,book @@rest,book @@rest,0,2,2,0,0,1,0,0,diff_tp
250,__001,bootleg,boot @@leg,boot @@leg,0,2,2,0,0,1,0,0,diff_tp
251,__001,bootprint,boot @@print,boot @@print,0,2,2,0,0,1,0,0,diff_tp
252,__001,borderline,border @@line,border @@line,0,2,2,0,0,1,0,0,diff_tp
253,__001,bottlecap,bottle @@cap,bottle @@cap,0,2,2,0,0,1,0,0,diff_tp
254,__001,bottleneck,bottle @@neck,bottle @@neck,0,2,2,0,0,1,0,0,diff_tp
255,__001,bowwoman,bow @@woman,bow @@woman,0,2,2,0,0,1,0,0,diff_tp
256,__001,brainwork,brain @@work,brain @@work,0,2,2,0,0,1,0,0,diff_tp
257,__001,brakeload,brake @@load,brake @@load,0,2,2,0,0,1,0,0,diff_tp
258,__001,branchway,branch @@way,branch @@way,0,2,2,0,0,1,0,0,diff_tp
259,__001,breakbeat,break @@beat,break @@beat,0,2,2,0,0,1,0,0,diff_tp
260,__001,breakneck,break @@neck,break @@neck,0,2,2,0,0,1,0,0,diff_tp
261,__001,breastbone,breast @@bone,breast @@bone,0,2,2,0,0,1,0,0,diff_tp
262,__001,breastfast,breast @@fast,breast @@fast,0,2,2,0,0,1,0,0,diff_tp
263,__001,breathwork,breath @@work,breath @@work,0,2,2,0,0,1,0,0,diff_tp
264,__001,brickbat,brick @@bat,brick @@bat,0,2,2,0,0,1,0,0,diff_tp
265,__001,bridgewire,bridge @@wire,bridge @@wire,0,2,2,0,0,1,0,0,diff_tp
266,__001,bromoacyl,bromo @@acyl,bro @@mo @@acy @@l,2,0,0,4,2,1,2,0,diff_tp
267,__001,bromoacyl,bromo @@acyl,bro @@mo @@acy @@l,2,0,0,4,2,1,2,0,diff_fp
268,__001,bromoacyl,bromo @@acyl,bro @@mo @@acy @@l,2,0,0,4,2,1,2,0,diff_fn
269,__001,browlift,brow @@lift,brow @@lift,0,2,2,0,0,1,0,0,diff_tp
270,__001,browline,brow @@line,brow @@line,0,2,2,0,0,1,0,0,diff_tp
271,__001,bubbletop,bubble @@top,bubble @@top,0,2,2,0,0,1,0,0,diff_tp
272,__001,bumpoff,bump @@off,bump @@off,0,2,2,0,0,1,0,0,diff_tp
273,__001,bunkmate,bunk @@mate,bunk @@mate,0,2,2,0,0,1,0,0,diff_tp
